DateTime,Consumption,Month,Year,Date,Time,Week,Day
2016-01-04 00:00:00,11721.0,1,2016,2016-01-04,00:00:00,1,Monday
2016-01-04 01:00:00,11626.0,1,2016,2016-01-04,01:00:00,1,Monday
2016-01-04 02:00:00,11253.0,1,2016,2016-01-04,02:00:00,1,Monday
2016-01-04 03:00:00,10925.0,1,2016,2016-01-04,03:00:00,1,Monday
2016-01-04 04:00:00,10684.0,1,2016,2016-01-04,04:00:00,1,Monday
2016-01-04 05:00:00,10622.0,1,2016,2016-01-04,05:00:00,1,Monday
2016-01-04 06:00:00,10758.0,1,2016,2016-01-04,06:00:00,1,Monday
2016-01-04 07:00:00,11164.0,1,2016,2016-01-04,07:00:00,1,Monday
2016-01-04 08:00:00,12024.0,1,2016,2016-01-04,08:00:00,1,Monday
2016-01-04 09:00:00,12584.0,1,2016,2016-01-04,09:00:00,1,Monday
2016-01-04 10:00:00,12959.0,1,2016,2016-01-04,10:00:00,1,Monday
2016-01-04 11:00:00,12927.0,1,2016,2016-01-04,11:00:00,1,Monday
2016-01-04 12:00:00,12932.0,1,2016,2016-01-04,12:00:00,1,Monday
2016-01-04 13:00:00,12969.0,1,2016,2016-01-04,13:00:00,1,Monday
2016-01-04 14:00:00,12922.0,1,2016,2016-01-04,14:00:00,1,Monday
2016-01-04 15:00:00,12918.0,1,2016,2016-01-04,15:00:00,1,Monday
2016-01-04 16:00:00,12872.0,1,2016,2016-01-04,16:00:00,1,Monday
2016-01-04 17:00:00,13051.0,1,2016,2016-01-04,17:00:00,1,Monday
2016-01-04 18:00:00,13287.0,1,2016,2016-01-04,18:00:00,1,Monday
2016-01-04 19:00:00,13217.0,1,2016,2016-01-04,19:00:00,1,Monday
2016-01-04 20:00:00,13136.0,1,2016,2016-01-04,20:00:00,1,Monday
2016-01-04 21:00:00,13186.0,1,2016,2016-01-04,21:00:00,1,Monday
2016-01-04 22:00:00,12997.0,1,2016,2016-01-04,22:00:00,1,Monday
2016-01-04 23:00:00,12481.0,1,2016,2016-01-04,23:00:00,1,Monday
2016-01-05 00:00:00,12645.0,1,2016,2016-01-05,00:00:00,1,Tuesday
2016-01-05 01:00:00,12481.0,1,2016,2016-01-05,01:00:00,1,Tuesday
2016-01-05 02:00:00,12050.0,1,2016,2016-01-05,02:00:00,1,Tuesday
2016-01-05 03:00:00,11741.0,1,2016,2016-01-05,03:00:00,1,Tuesday
2016-01-05 04:00:00,11504.0,1,2016,2016-01-05,04:00:00,1,Tuesday
2016-01-05 05:00:00,11417.0,1,2016,2016-01-05,05:00:00,1,Tuesday
2016-01-05 06:00:00,11565.0,1,2016,2016-01-05,06:00:00,1,Tuesday
2016-01-05 07:00:00,11910.0,1,2016,2016-01-05,07:00:00,1,Tuesday
2016-01-05 08:00:00,12771.0,1,2016,2016-01-05,08:00:00,1,Tuesday
2016-01-05 09:00:00,13105.0,1,2016,2016-01-05,09:00:00,1,Tuesday
2016-01-05 10:00:00,13590.0,1,2016,2016-01-05,10:00:00,1,Tuesday
2016-01-05 11:00:00,13514.0,1,2016,2016-01-05,11:00:00,1,Tuesday
2016-01-05 12:00:00,13469.0,1,2016,2016-01-05,12:00:00,1,Tuesday
2016-01-05 13:00:00,13447.0,1,2016,2016-01-05,13:00:00,1,Tuesday
2016-01-05 14:00:00,13378.0,1,2016,2016-01-05,14:00:00,1,Tuesday
2016-01-05 15:00:00,13374.0,1,2016,2016-01-05,15:00:00,1,Tuesday
2016-01-05 16:00:00,13342.0,1,2016,2016-01-05,16:00:00,1,Tuesday
2016-01-05 17:00:00,13472.0,1,2016,2016-01-05,17:00:00,1,Tuesday
2016-01-05 18:00:00,13803.0,1,2016,2016-01-05,18:00:00,1,Tuesday
2016-01-05 19:00:00,13820.0,1,2016,2016-01-05,19:00:00,1,Tuesday
2016-01-05 20:00:00,13752.0,1,2016,2016-01-05,20:00:00,1,Tuesday
2016-01-05 21:00:00,13934.0,1,2016,2016-01-05,21:00:00,1,Tuesday
2016-01-05 22:00:00,13539.0,1,2016,2016-01-05,22:00:00,1,Tuesday
2016-01-05 23:00:00,13066.0,1,2016,2016-01-05,23:00:00,1,Tuesday
2016-01-06 00:00:00,13301.0,1,2016,2016-01-06,00:00:00,1,Wednesday
2016-01-06 01:00:00,13197.0,1,2016,2016-01-06,01:00:00,1,Wednesday
2016-01-06 02:00:00,12765.0,1,2016,2016-01-06,02:00:00,1,Wednesday
2016-01-06 03:00:00,12335.0,1,2016,2016-01-06,03:00:00,1,Wednesday
2016-01-06 04:00:00,12167.0,1,2016,2016-01-06,04:00:00,1,Wednesday
2016-01-06 05:00:00,12023.0,1,2016,2016-01-06,05:00:00,1,Wednesday
2016-01-06 06:00:00,12110.0,1,2016,2016-01-06,06:00:00,1,Wednesday
2016-01-06 07:00:00,12316.0,1,2016,2016-01-06,07:00:00,1,Wednesday
2016-01-06 08:00:00,12532.0,1,2016,2016-01-06,08:00:00,1,Wednesday
2016-01-06 09:00:00,12620.0,1,2016,2016-01-06,09:00:00,1,Wednesday
2016-01-06 10:00:00,12945.0,1,2016,2016-01-06,10:00:00,1,Wednesday
2016-01-06 11:00:00,13083.0,1,2016,2016-01-06,11:00:00,1,Wednesday
2016-01-06 12:00:00,13224.0,1,2016,2016-01-06,12:00:00,1,Wednesday
2016-01-06 13:00:00,13482.0,1,2016,2016-01-06,13:00:00,1,Wednesday
2016-01-06 14:00:00,13551.0,1,2016,2016-01-06,14:00:00,1,Wednesday
2016-01-06 15:00:00,13428.0,1,2016,2016-01-06,15:00:00,1,Wednesday
2016-01-06 16:00:00,13441.0,1,2016,2016-01-06,16:00:00,1,Wednesday
2016-01-06 17:00:00,13663.0,1,2016,2016-01-06,17:00:00,1,Wednesday
2016-01-06 18:00:00,14066.0,1,2016,2016-01-06,18:00:00,1,Wednesday
2016-01-06 19:00:00,14094.0,1,2016,2016-01-06,19:00:00,1,Wednesday
2016-01-06 20:00:00,14182.0,1,2016,2016-01-06,20:00:00,1,Wednesday
2016-01-06 21:00:00,14259.0,1,2016,2016-01-06,21:00:00,1,Wednesday
2016-01-06 22:00:00,14132.0,1,2016,2016-01-06,22:00:00,1,Wednesday
2016-01-06 23:00:00,13710.0,1,2016,2016-01-06,23:00:00,1,Wednesday
2016-01-07 00:00:00,13760.0,1,2016,2016-01-07,00:00:00,1,Thursday
2016-01-07 01:00:00,13672.0,1,2016,2016-01-07,01:00:00,1,Thursday
2016-01-07 02:00:00,13285.0,1,2016,2016-01-07,02:00:00,1,Thursday
2016-01-07 03:00:00,13011.0,1,2016,2016-01-07,03:00:00,1,Thursday
2016-01-07 04:00:00,12821.0,1,2016,2016-01-07,04:00:00,1,Thursday
2016-01-07 05:00:00,12821.0,1,2016,2016-01-07,05:00:00,1,Thursday
2016-01-07 06:00:00,12953.0,1,2016,2016-01-07,06:00:00,1,Thursday
2016-01-07 07:00:00,13399.0,1,2016,2016-01-07,07:00:00,1,Thursday
2016-01-07 08:00:00,14160.0,1,2016,2016-01-07,08:00:00,1,Thursday
2016-01-07 09:00:00,14523.0,1,2016,2016-01-07,09:00:00,1,Thursday
2016-01-07 10:00:00,14888.0,1,2016,2016-01-07,10:00:00,1,Thursday
2016-01-07 11:00:00,14808.0,1,2016,2016-01-07,11:00:00,1,Thursday
2016-01-07 12:00:00,14797.0,1,2016,2016-01-07,12:00:00,1,Thursday
2016-01-07 13:00:00,14791.0,1,2016,2016-01-07,13:00:00,1,Thursday
2016-01-07 14:00:00,14747.0,1,2016,2016-01-07,14:00:00,1,Thursday
2016-01-07 15:00:00,14670.0,1,2016,2016-01-07,15:00:00,1,Thursday
2016-01-07 16:00:00,14647.0,1,2016,2016-01-07,16:00:00,1,Thursday
2016-01-07 17:00:00,14716.0,1,2016,2016-01-07,17:00:00,1,Thursday
2016-01-07 18:00:00,15075.0,1,2016,2016-01-07,18:00:00,1,Thursday
2016-01-07 19:00:00,15105.0,1,2016,2016-01-07,19:00:00,1,Thursday
2016-01-07 20:00:00,15043.0,1,2016,2016-01-07,20:00:00,1,Thursday
2016-01-07 21:00:00,14982.0,1,2016,2016-01-07,21:00:00,1,Thursday
2016-01-07 22:00:00,14829.0,1,2016,2016-01-07,22:00:00,1,Thursday
2016-01-07 23:00:00,14342.0,1,2016,2016-01-07,23:00:00,1,Thursday
2016-01-08 00:00:00,14303.0,1,2016,2016-01-08,00:00:00,1,Friday
2016-01-08 01:00:00,14074.0,1,2016,2016-01-08,01:00:00,1,Friday
2016-01-08 02:00:00,13643.0,1,2016,2016-01-08,02:00:00,1,Friday
2016-01-08 03:00:00,13369.0,1,2016,2016-01-08,03:00:00,1,Friday
2016-01-08 04:00:00,13142.0,1,2016,2016-01-08,04:00:00,1,Friday
2016-01-08 05:00:00,13111.0,1,2016,2016-01-08,05:00:00,1,Friday
2016-01-08 06:00:00,13213.0,1,2016,2016-01-08,06:00:00,1,Friday
2016-01-08 07:00:00,13602.0,1,2016,2016-01-08,07:00:00,1,Friday
2016-01-08 08:00:00,14414.0,1,2016,2016-01-08,08:00:00,1,Friday
2016-01-08 09:00:00,14631.0,1,2016,2016-01-08,09:00:00,1,Friday
2016-01-08 10:00:00,14802.0,1,2016,2016-01-08,10:00:00,1,Friday
2016-01-08 11:00:00,14750.0,1,2016,2016-01-08,11:00:00,1,Friday
2016-01-08 12:00:00,14676.0,1,2016,2016-01-08,12:00:00,1,Friday
2016-01-08 13:00:00,14650.0,1,2016,2016-01-08,13:00:00,1,Friday
2016-01-08 14:00:00,14553.0,1,2016,2016-01-08,14:00:00,1,Friday
2016-01-08 15:00:00,14374.0,1,2016,2016-01-08,15:00:00,1,Friday
2016-01-08 16:00:00,14213.0,1,2016,2016-01-08,16:00:00,1,Friday
2016-01-08 17:00:00,14239.0,1,2016,2016-01-08,17:00:00,1,Friday
2016-01-08 18:00:00,14421.0,1,2016,2016-01-08,18:00:00,1,Friday
2016-01-08 19:00:00,14457.0,1,2016,2016-01-08,19:00:00,1,Friday
2016-01-08 20:00:00,14399.0,1,2016,2016-01-08,20:00:00,1,Friday
2016-01-08 21:00:00,14358.0,1,2016,2016-01-08,21:00:00,1,Friday
2016-01-08 22:00:00,14011.0,1,2016,2016-01-08,22:00:00,1,Friday
2016-01-08 23:00:00,13515.0,1,2016,2016-01-08,23:00:00,1,Friday
2016-01-09 00:00:00,13499.0,1,2016,2016-01-09,00:00:00,1,Saturday
2016-01-09 01:00:00,13223.0,1,2016,2016-01-09,01:00:00,1,Saturday
2016-01-09 02:00:00,12729.0,1,2016,2016-01-09,02:00:00,1,Saturday
2016-01-09 03:00:00,12340.0,1,2016,2016-01-09,03:00:00,1,Saturday
2016-01-09 04:00:00,12151.0,1,2016,2016-01-09,04:00:00,1,Saturday
2016-01-09 05:00:00,12056.0,1,2016,2016-01-09,05:00:00,1,Saturday
2016-01-09 06:00:00,11957.0,1,2016,2016-01-09,06:00:00,1,Saturday
2016-01-09 07:00:00,12070.0,1,2016,2016-01-09,07:00:00,1,Saturday
2016-01-09 08:00:00,12286.0,1,2016,2016-01-09,08:00:00,1,Saturday
2016-01-09 09:00:00,12327.0,1,2016,2016-01-09,09:00:00,1,Saturday
2016-01-09 10:00:00,12718.0,1,2016,2016-01-09,10:00:00,1,Saturday
2016-01-09 11:00:00,12846.0,1,2016,2016-01-09,11:00:00,1,Saturday
2016-01-09 12:00:00,12971.0,1,2016,2016-01-09,12:00:00,1,Saturday
2016-01-09 13:00:00,13019.0,1,2016,2016-01-09,13:00:00,1,Saturday
2016-01-09 14:00:00,12935.0,1,2016,2016-01-09,14:00:00,1,Saturday
2016-01-09 15:00:00,12876.0,1,2016,2016-01-09,15:00:00,1,Saturday
2016-01-09 16:00:00,12839.0,1,2016,2016-01-09,16:00:00,1,Saturday
2016-01-09 17:00:00,12972.0,1,2016,2016-01-09,17:00:00,1,Saturday
2016-01-09 18:00:00,13416.0,1,2016,2016-01-09,18:00:00,1,Saturday
2016-01-09 19:00:00,13537.0,1,2016,2016-01-09,19:00:00,1,Saturday
2016-01-09 20:00:00,13640.0,1,2016,2016-01-09,20:00:00,1,Saturday
2016-01-09 21:00:00,13553.0,1,2016,2016-01-09,21:00:00,1,Saturday
2016-01-09 22:00:00,13214.0,1,2016,2016-01-09,22:00:00,1,Saturday
2016-01-09 23:00:00,12788.0,1,2016,2016-01-09,23:00:00,1,Saturday
2016-01-10 00:00:00,12909.0,1,2016,2016-01-10,00:00:00,1,Sunday
2016-01-10 01:00:00,12825.0,1,2016,2016-01-10,01:00:00,1,Sunday
2016-01-10 02:00:00,12440.0,1,2016,2016-01-10,02:00:00,1,Sunday
2016-01-10 03:00:00,12142.0,1,2016,2016-01-10,03:00:00,1,Sunday
2016-01-10 04:00:00,11915.0,1,2016,2016-01-10,04:00:00,1,Sunday
2016-01-10 05:00:00,11760.0,1,2016,2016-01-10,05:00:00,1,Sunday
2016-01-10 06:00:00,11768.0,1,2016,2016-01-10,06:00:00,1,Sunday
2016-01-10 07:00:00,11814.0,1,2016,2016-01-10,07:00:00,1,Sunday
2016-01-10 08:00:00,11964.0,1,2016,2016-01-10,08:00:00,1,Sunday
2016-01-10 09:00:00,11900.0,1,2016,2016-01-10,09:00:00,1,Sunday
2016-01-10 10:00:00,12179.0,1,2016,2016-01-10,10:00:00,1,Sunday
2016-01-10 11:00:00,12239.0,1,2016,2016-01-10,11:00:00,1,Sunday
2016-01-10 12:00:00,12453.0,1,2016,2016-01-10,12:00:00,1,Sunday
2016-01-10 13:00:00,12639.0,1,2016,2016-01-10,13:00:00,1,Sunday
2016-01-10 14:00:00,12736.0,1,2016,2016-01-10,14:00:00,1,Sunday
2016-01-10 15:00:00,12653.0,1,2016,2016-01-10,15:00:00,1,Sunday
2016-01-10 16:00:00,12649.0,1,2016,2016-01-10,16:00:00,1,Sunday
2016-01-10 17:00:00,12821.0,1,2016,2016-01-10,17:00:00,1,Sunday
2016-01-10 18:00:00,13261.0,1,2016,2016-01-10,18:00:00,1,Sunday
2016-01-10 19:00:00,13310.0,1,2016,2016-01-10,19:00:00,1,Sunday
2016-01-10 20:00:00,13267.0,1,2016,2016-01-10,20:00:00,1,Sunday
2016-01-10 21:00:00,13197.0,1,2016,2016-01-10,21:00:00,1,Sunday
2016-01-10 22:00:00,13003.0,1,2016,2016-01-10,22:00:00,1,Sunday
2016-01-10 23:00:00,12612.0,1,2016,2016-01-10,23:00:00,1,Sunday
2016-01-11 00:00:00,12792.0,1,2016,2016-01-11,00:00:00,2,Monday
2016-01-11 01:00:00,12684.0,1,2016,2016-01-11,01:00:00,2,Monday
2016-01-11 02:00:00,12340.0,1,2016,2016-01-11,02:00:00,2,Monday
2016-01-11 03:00:00,12026.0,1,2016,2016-01-11,03:00:00,2,Monday
2016-01-11 04:00:00,11738.0,1,2016,2016-01-11,04:00:00,2,Monday
2016-01-11 05:00:00,11658.0,1,2016,2016-01-11,05:00:00,2,Monday
2016-01-11 06:00:00,11772.0,1,2016,2016-01-11,06:00:00,2,Monday
2016-01-11 07:00:00,12201.0,1,2016,2016-01-11,07:00:00,2,Monday
2016-01-11 08:00:00,13182.0,1,2016,2016-01-11,08:00:00,2,Monday
2016-01-11 09:00:00,13542.0,1,2016,2016-01-11,09:00:00,2,Monday
2016-01-11 10:00:00,13853.0,1,2016,2016-01-11,10:00:00,2,Monday
2016-01-11 11:00:00,13746.0,1,2016,2016-01-11,11:00:00,2,Monday
2016-01-11 12:00:00,13620.0,1,2016,2016-01-11,12:00:00,2,Monday
2016-01-11 13:00:00,13556.0,1,2016,2016-01-11,13:00:00,2,Monday
2016-01-11 14:00:00,13521.0,1,2016,2016-01-11,14:00:00,2,Monday
2016-01-11 15:00:00,13474.0,1,2016,2016-01-11,15:00:00,2,Monday
2016-01-11 21:30:00,13318.0,1,2016,2016-01-11,21:30:00,2,Monday
2016-01-11 22:00:00,13191.0,1,2016,2016-01-11,22:00:00,2,Monday
2016-01-11 23:00:00,12646.0,1,2016,2016-01-11,23:00:00,2,Monday
2016-01-12 00:00:00,12544.0,1,2016,2016-01-12,00:00:00,2,Tuesday
2016-01-12 01:00:00,12378.0,1,2016,2016-01-12,01:00:00,2,Tuesday
2016-01-12 02:00:00,11905.0,1,2016,2016-01-12,02:00:00,2,Tuesday
2016-01-12 03:00:00,11562.0,1,2016,2016-01-12,03:00:00,2,Tuesday
2016-01-12 04:00:00,11362.0,1,2016,2016-01-12,04:00:00,2,Tuesday
2016-01-12 05:00:00,11271.0,1,2016,2016-01-12,05:00:00,2,Tuesday
2016-01-12 06:00:00,11346.0,1,2016,2016-01-12,06:00:00,2,Tuesday
2016-01-12 07:00:00,11834.0,1,2016,2016-01-12,07:00:00,2,Tuesday
2016-01-12 08:00:00,12755.0,1,2016,2016-01-12,08:00:00,2,Tuesday
2016-01-12 09:00:00,12983.0,1,2016,2016-01-12,09:00:00,2,Tuesday
2016-01-12 10:00:00,13250.0,1,2016,2016-01-12,10:00:00,2,Tuesday
2016-01-12 11:00:00,13130.0,1,2016,2016-01-12,11:00:00,2,Tuesday
2016-01-12 12:00:00,13021.0,1,2016,2016-01-12,12:00:00,2,Tuesday
2016-01-12 13:00:00,13049.0,1,2016,2016-01-12,13:00:00,2,Tuesday
2016-01-12 14:00:00,13092.0,1,2016,2016-01-12,14:00:00,2,Tuesday
2016-01-12 15:00:00,13060.0,1,2016,2016-01-12,15:00:00,2,Tuesday
2016-01-12 16:00:00,13020.0,1,2016,2016-01-12,16:00:00,2,Tuesday
2016-01-12 17:00:00,13103.0,1,2016,2016-01-12,17:00:00,2,Tuesday
2016-01-12 18:00:00,13369.0,1,2016,2016-01-12,18:00:00,2,Tuesday
2016-01-12 19:00:00,13401.0,1,2016,2016-01-12,19:00:00,2,Tuesday
2016-01-12 20:00:00,13318.0,1,2016,2016-01-12,20:00:00,2,Tuesday
2016-01-12 21:00:00,13268.0,1,2016,2016-01-12,21:00:00,2,Tuesday
2016-01-12 22:00:00,13146.0,1,2016,2016-01-12,22:00:00,2,Tuesday
2016-01-12 23:00:00,12629.0,1,2016,2016-01-12,23:00:00,2,Tuesday
2016-01-13 00:00:00,12646.0,1,2016,2016-01-13,00:00:00,2,Wednesday
2016-01-13 01:00:00,12385.0,1,2016,2016-01-13,01:00:00,2,Wednesday
2016-01-13 02:00:00,11968.0,1,2016,2016-01-13,02:00:00,2,Wednesday
2016-01-13 03:00:00,11643.0,1,2016,2016-01-13,03:00:00,2,Wednesday
2016-01-13 04:00:00,11418.0,1,2016,2016-01-13,04:00:00,2,Wednesday
2016-01-13 05:00:00,11470.0,1,2016,2016-01-13,05:00:00,2,Wednesday
2016-01-13 06:00:00,11557.0,1,2016,2016-01-13,06:00:00,2,Wednesday
2016-01-13 07:00:00,12023.0,1,2016,2016-01-13,07:00:00,2,Wednesday
2016-01-13 08:00:00,12856.0,1,2016,2016-01-13,08:00:00,2,Wednesday
2016-01-13 09:00:00,13340.0,1,2016,2016-01-13,09:00:00,2,Wednesday
2016-01-13 10:00:00,13618.0,1,2016,2016-01-13,10:00:00,2,Wednesday
2016-01-13 11:00:00,13524.0,1,2016,2016-01-13,11:00:00,2,Wednesday
2016-01-13 12:00:00,13446.0,1,2016,2016-01-13,12:00:00,2,Wednesday
2016-01-13 13:00:00,13379.0,1,2016,2016-01-13,13:00:00,2,Wednesday
2016-01-13 14:00:00,13386.0,1,2016,2016-01-13,14:00:00,2,Wednesday
2016-01-13 15:00:00,13282.0,1,2016,2016-01-13,15:00:00,2,Wednesday
2016-01-13 16:00:00,13247.0,1,2016,2016-01-13,16:00:00,2,Wednesday
2016-01-13 17:00:00,13337.0,1,2016,2016-01-13,17:00:00,2,Wednesday
2016-01-13 18:00:00,13568.0,1,2016,2016-01-13,18:00:00,2,Wednesday
2016-01-13 19:00:00,13597.0,1,2016,2016-01-13,19:00:00,2,Wednesday
2016-01-13 20:00:00,13586.0,1,2016,2016-01-13,20:00:00,2,Wednesday
2016-01-13 21:00:00,13631.0,1,2016,2016-01-13,21:00:00,2,Wednesday
2016-01-13 22:00:00,13418.0,1,2016,2016-01-13,22:00:00,2,Wednesday
2016-01-13 23:00:00,12868.0,1,2016,2016-01-13,23:00:00,2,Wednesday
2016-01-14 00:00:00,12871.0,1,2016,2016-01-14,00:00:00,2,Thursday
2016-01-14 01:00:00,12597.0,1,2016,2016-01-14,01:00:00,2,Thursday
2016-01-14 02:00:00,12159.0,1,2016,2016-01-14,02:00:00,2,Thursday
2016-01-14 03:00:00,11825.0,1,2016,2016-01-14,03:00:00,2,Thursday
2016-01-14 04:00:00,11613.0,1,2016,2016-01-14,04:00:00,2,Thursday
2016-01-14 05:00:00,11484.0,1,2016,2016-01-14,05:00:00,2,Thursday
2016-01-14 06:00:00,11567.0,1,2016,2016-01-14,06:00:00,2,Thursday
2016-01-14 07:00:00,12001.0,1,2016,2016-01-14,07:00:00,2,Thursday
2016-01-14 08:00:00,12967.0,1,2016,2016-01-14,08:00:00,2,Thursday
2016-01-14 09:00:00,13393.0,1,2016,2016-01-14,09:00:00,2,Thursday
2016-01-14 10:00:00,13528.0,1,2016,2016-01-14,10:00:00,2,Thursday
2016-01-14 11:00:00,13251.0,1,2016,2016-01-14,11:00:00,2,Thursday
2016-01-14 12:00:00,13203.0,1,2016,2016-01-14,12:00:00,2,Thursday
2016-01-14 13:00:00,13173.0,1,2016,2016-01-14,13:00:00,2,Thursday
2016-01-14 14:00:00,13183.0,1,2016,2016-01-14,14:00:00,2,Thursday
2016-01-14 15:00:00,13127.0,1,2016,2016-01-14,15:00:00,2,Thursday
2016-01-14 16:00:00,13113.0,1,2016,2016-01-14,16:00:00,2,Thursday
2016-01-14 17:00:00,13306.0,1,2016,2016-01-14,17:00:00,2,Thursday
2016-01-14 18:00:00,13567.0,1,2016,2016-01-14,18:00:00,2,Thursday
2016-01-14 19:00:00,13527.0,1,2016,2016-01-14,19:00:00,2,Thursday
2016-01-14 20:00:00,13414.0,1,2016,2016-01-14,20:00:00,2,Thursday
2016-01-14 21:00:00,13454.0,1,2016,2016-01-14,21:00:00,2,Thursday
2016-01-14 22:00:00,13320.0,1,2016,2016-01-14,22:00:00,2,Thursday
2016-01-14 23:00:00,12878.0,1,2016,2016-01-14,23:00:00,2,Thursday
2016-01-15 00:00:00,12817.0,1,2016,2016-01-15,00:00:00,2,Friday
2016-01-15 01:00:00,12591.0,1,2016,2016-01-15,01:00:00,2,Friday
2016-01-15 02:00:00,12124.0,1,2016,2016-01-15,02:00:00,2,Friday
2016-01-15 03:00:00,11848.0,1,2016,2016-01-15,03:00:00,2,Friday
2016-01-15 04:00:00,11660.0,1,2016,2016-01-15,04:00:00,2,Friday
2016-01-15 05:00:00,11685.0,1,2016,2016-01-15,05:00:00,2,Friday
2016-01-15 06:00:00,11768.0,1,2016,2016-01-15,06:00:00,2,Friday
2016-01-15 07:00:00,12163.0,1,2016,2016-01-15,07:00:00,2,Friday
2016-01-15 08:00:00,13110.0,1,2016,2016-01-15,08:00:00,2,Friday
2016-01-15 09:00:00,13596.0,1,2016,2016-01-15,09:00:00,2,Friday
2016-01-15 10:00:00,13718.0,1,2016,2016-01-15,10:00:00,2,Friday
2016-01-15 11:00:00,13533.0,1,2016,2016-01-15,11:00:00,2,Friday
2016-01-15 12:00:00,13381.0,1,2016,2016-01-15,12:00:00,2,Friday
2016-01-15 13:00:00,13310.0,1,2016,2016-01-15,13:00:00,2,Friday
2016-01-15 14:00:00,13342.0,1,2016,2016-01-15,14:00:00,2,Friday
2016-01-15 15:00:00,13275.0,1,2016,2016-01-15,15:00:00,2,Friday
2016-01-15 16:00:00,13156.0,1,2016,2016-01-15,16:00:00,2,Friday
2016-01-15 17:00:00,13254.0,1,2016,2016-01-15,17:00:00,2,Friday
2016-01-15 18:00:00,13624.0,1,2016,2016-01-15,18:00:00,2,Friday
2016-01-15 19:00:00,13709.0,1,2016,2016-01-15,19:00:00,2,Friday
2016-01-15 20:00:00,13671.0,1,2016,2016-01-15,20:00:00,2,Friday
2016-01-15 21:00:00,13630.0,1,2016,2016-01-15,21:00:00,2,Friday
2016-01-15 22:00:00,13421.0,1,2016,2016-01-15,22:00:00,2,Friday
2016-01-15 23:00:00,13000.0,1,2016,2016-01-15,23:00:00,2,Friday
2016-01-16 00:00:00,13087.0,1,2016,2016-01-16,00:00:00,2,Saturday
2016-01-16 01:00:00,12834.0,1,2016,2016-01-16,01:00:00,2,Saturday
2016-01-16 02:00:00,12323.0,1,2016,2016-01-16,02:00:00,2,Saturday
2016-01-16 03:00:00,11933.0,1,2016,2016-01-16,03:00:00,2,Saturday
2016-01-16 04:00:00,11746.0,1,2016,2016-01-16,04:00:00,2,Saturday
2016-01-16 05:00:00,11711.0,1,2016,2016-01-16,05:00:00,2,Saturday
2016-01-16 06:00:00,11728.0,1,2016,2016-01-16,06:00:00,2,Saturday
2016-01-16 07:00:00,11883.0,1,2016,2016-01-16,07:00:00,2,Saturday
2016-01-16 08:00:00,12170.0,1,2016,2016-01-16,08:00:00,2,Saturday
2016-01-16 09:00:00,12259.0,1,2016,2016-01-16,09:00:00,2,Saturday
2016-01-16 10:00:00,12653.0,1,2016,2016-01-16,10:00:00,2,Saturday
2016-01-16 11:00:00,12724.0,1,2016,2016-01-16,11:00:00,2,Saturday
2016-01-16 12:00:00,12876.0,1,2016,2016-01-16,12:00:00,2,Saturday
2016-01-16 13:00:00,12877.0,1,2016,2016-01-16,13:00:00,2,Saturday
2016-01-16 14:00:00,12828.0,1,2016,2016-01-16,14:00:00,2,Saturday
2016-01-16 15:00:00,12659.0,1,2016,2016-01-16,15:00:00,2,Saturday
2016-01-16 16:00:00,12552.0,1,2016,2016-01-16,16:00:00,2,Saturday
2016-01-16 17:00:00,12751.0,1,2016,2016-01-16,17:00:00,2,Saturday
2016-01-16 18:00:00,13304.0,1,2016,2016-01-16,18:00:00,2,Saturday
2016-01-16 19:00:00,13643.0,1,2016,2016-01-16,19:00:00,2,Saturday
2016-01-16 20:00:00,13738.0,1,2016,2016-01-16,20:00:00,2,Saturday
2016-01-16 21:00:00,13623.0,1,2016,2016-01-16,21:00:00,2,Saturday
2016-01-16 22:00:00,13203.0,1,2016,2016-01-16,22:00:00,2,Saturday
2016-01-16 23:00:00,12765.0,1,2016,2016-01-16,23:00:00,2,Saturday
2016-01-17 00:00:00,12783.0,1,2016,2016-01-17,00:00:00,2,Sunday
2016-01-17 01:00:00,12687.0,1,2016,2016-01-17,01:00:00,2,Sunday
2016-01-17 02:00:00,12231.0,1,2016,2016-01-17,02:00:00,2,Sunday
2016-01-17 03:00:00,11837.0,1,2016,2016-01-17,03:00:00,2,Sunday
2016-01-17 04:00:00,11594.0,1,2016,2016-01-17,04:00:00,2,Sunday
2016-01-17 05:00:00,11514.0,1,2016,2016-01-17,05:00:00,2,Sunday
2016-01-17 06:00:00,11493.0,1,2016,2016-01-17,06:00:00,2,Sunday
2016-01-17 07:00:00,11523.0,1,2016,2016-01-17,07:00:00,2,Sunday
2016-01-17 08:00:00,11676.0,1,2016,2016-01-17,08:00:00,2,Sunday
2016-01-17 09:00:00,11590.0,1,2016,2016-01-17,09:00:00,2,Sunday
2016-01-17 10:00:00,11921.0,1,2016,2016-01-17,10:00:00,2,Sunday
2016-01-17 11:00:00,12030.0,1,2016,2016-01-17,11:00:00,2,Sunday
2016-01-17 12:00:00,12269.0,1,2016,2016-01-17,12:00:00,2,Sunday
2016-01-17 13:00:00,12472.0,1,2016,2016-01-17,13:00:00,2,Sunday
2016-01-17 14:00:00,12503.0,1,2016,2016-01-17,14:00:00,2,Sunday
2016-01-17 15:00:00,12477.0,1,2016,2016-01-17,15:00:00,2,Sunday
2016-01-17 16:00:00,12451.0,1,2016,2016-01-17,16:00:00,2,Sunday
